deficiency_code,PortId,VesselGroup,age,deficiency_finding,description_overview,immediate_causes,root_cause_analysis,corrective_action,preventive_action,detainable_deficiency,adjusted_severity
7117,2679,Dry Bulk,4.358658453114305,The oil leak of the main engine was found during inspection.,The general alarm and the Horns of the machinery were disconnected.,Instructions for correction were offered.,"During the PSC inspection, the inspector requested a test of the M/E FO leakage alarm, which didn't cause the alarm on the AMS to go off.",A safety meeting discussed the deficiency.,"In order to raise awareness and prevent recurrence, refreshment training was offered on proper communication and handling of equipment.",No,2
9109,3050,Chemical,6.9431895961670085,The emergency generator panel has an Earth lamp out of order.,The battery charging panel board is low insulation.,Defective equipment.,Poor supervision.,The emergency generator panel lamps were renewed prior to leaving the vessel.,Regular inspection to be carried out during safety inspection and prior to arrival port.,No,1
10127,3364,Dry Bulk,12.999315537303216,The voyage plan did not cover the notifications of the river.,Wrong information.,Conducted training on last minute changes to passage plan.,There is a lack of effective supervision of the passage plan.,"PSCO accepted the revised sailing plan and agreed to close the deficiencies, if the revised voyage plan was submitted for review.",The voyage plan should be reported to the company after completion.,No,2
10109,936,Dry Bulk,10.757015742642023,There is aNCHOR LOWER LIGHT and FORWARD MASTHEAD LOWER LIGHT.,There is aNCHOR LOWER LIGHT and FORWARD MASTHEAD LOWER LIGHT.,"During control testing, the navigation lights were found to be in good order.",The anchor lower light and forward masthead lower light were replaced with new lights.,All lights are to be checked by a crew member after every maneuver.,The operation of the lights is to be verified by the ships senior management.,No,2
10114,1366,Chemical,14.74880219028063,The battery of the acoustic beacon is about to expire.,specify in clear text,Information is insufficiently communicated.,The acoustic beacon battery expiry date was not included in the vessel specific list of expiry dates as required by the company safety management system and replacement of the same was missed out by the vessel staff and company personnel.,"During the Turkish straits transit, a new battery was delivered and installed.",The company's navigational department has placed a system in use to maintain their inventory.,No,2
2199,3083,Dry Bulk,2.7761806981519506,The irrigation system of the BoSUN store is dependent on the remote control.,The system isn't ready for use.,The indicator light broke and wasn't promptly monitored.,There are inadequate tools and equipment.,The indicator light was replaced.,The weekly lamp test was not adequate.,No,2
15106,838,Dry Bulk,12.005475701574264,The valves should be reset after the test.,"Key shipboard operations should include procedures, plans and instructions for the safety of the personnel, ship and protection of the environment.",It's not like it's like it's like it's like it's like it's like it's like it's like it's like it's like it's like it's like it's like it's like it,It's not like it's like it's like it's like it's like it's like it's like it's like it's like it's like it's like it's like it's like it's like it,An internal audit will be arranged before re-visiting a US port in order to ensure the proper closing of the deficiency.,"In order to ensure the proper closing of the deficiency no.1 & 2, an additional internal audit will be arranged before re-visiting a US port.",No,3
7120,3126,Dry Bulk,10.965092402464066,There are corridors that are short of partial handrails.,The boiler suits were wet on the alleyway.,The Code of SOLAS and LSA does not meet the requirement of Convention.,"The alleyways were fitted with one handrail for the majority of the part, but there were some sections that did not have a handrail.",The handrails were installed at the missing locations.,This finding was discussed with all officers to make sure that they are aware of the requirements of the FSS code.,No,2
11124,1000736,General Cargo,11.427789185489392,The side embarkation ladder rope was wasted.,The rope ladder found in satisfactory condition by the officer was claimed to be not proper by the PSCO.,State of embarkation ladders are assessed monthly.,State of embarkation ladders are assessed monthly.,The urgent requisition was accepted by the Technical Division.,"The information on this deficiency was sent to the entire fleet as a preventive measure on the 6th of March '23, using the form PG02-F09 'Information on ship's deficiencies'.",No,2
18428,1152,Dry Bulk,12.41889117043121,The crew won't be allowed to work at height when they prepare the cargo in this voyage.,The crew won't be allowed to work at height when they prepare the cargo in this voyage.,The crews were not aware of the requirement of shipboard maintenance by painting and store management procedure.,The associated permit to work - Work Aloft Permit could not be located at the time of inspection due to inadequate filing of the permits.,The work permits were filed in the Chief Officer's system and code 10 was given by PSCO.,The importance of accurate record keeping of the permits to work for the maintenance tasks was emphasized during the meeting.,No,3
18408,2318,Dry Bulk,6.587268993839836,The 220V system has an earth fault.,The 220V system has an earth fault.,Human Factors: Failure to fulfill maintenance requirements: Defective parts/components not replaced/repaired in due time proper maintenance to remove/clean/minimize rust on vent gratings could and should be done by crew on board.,"Lack of planning, lack of motivation, inadequate supervision, inadequate guards, and lack of compliance were all shown in the root cause analysis.",The low insulation was restored at acceptable limits.,A Non Conformity 2306 was issued by the Safety Department.,No,3
5105,1318,Dry Bulk,9.848049281314168,The mount for the aerial antenna was corroded.,VIV for #2 and #3 A/E was not closed on the first attempt.,Maintenance and inspection are improper.,Failing to implement inspection routines is required.,"During the class attendance on January 5th, it was confirmed that the upgradation of the emergency light foundation was completed.",The general maintenance standards on board fleet vessels need to be checked by the Vessel Manager and Marine Supremo during internal audits and vessel visits.,No,1
2106,3723,Dry Bulk,6.926762491444216,The frame No.143 to frame No.158 was damaged in the accident.,The vessel is in full stop and the pilot ordered the 2 assisting tugs to use full power but they couldn't move the vessel to the wharf corner.,The lever in the meat room was damaged when one of my crew accidentally hit it.,"Section B, Reg 4.3 Health & Safety Protection and Accident Prevention is not in compliance.",The appraisal report and survey record were issued after the inspection by ClassNK.,I don't know.,No,2
3101,1114,Dry Bulk,13.74674880219028,There are two cleats on one securing spot in the No. 2 cargo hold hatch cover.,There is water in the weathertight condition.,The old chock was not replaced in time.,The removal of the old cleat was forgotten because the responsible person mounted a new cleat.,The Chief Officer ordered the removal of the old cleat and made sure there was only one cleat on one securing spot.,"If the old cleat had been removed at the time of the installation, the PSC deficiency would have been avoided.",No,2
18416,916,Dry Bulk,8.205338809034908,Mooring ropes are worn out.,Some of the medicines inside the first aid box need to be replaced.,Ropes conditions weren't good enough.,The out-ropes were not replaced.,Mooring ropes were replaced in China.,The replacement of ropes will be confirmed by Company SI.,No,2
14806,4146,Dry Bulk,7.268993839835729,Crew training and familiarity with BWMP.,The Malfunction/failure of BWTS 2nd unit is not reported to Canadian Authority and the IBWMC is in short term.,See the deficiencies 1 and 4.,Improper leadership example. In inadequate communication/implementation of policy/procedure/practice.,The Master sent a report by e-mail which was accepted by the PSC.,Section 12 BWMP states that all malfunction/failure of BWTS must be reported and recorded.,No,2
5116,1381,Dry Bulk,7.211498973305955,There is a lack of familiarity in the operation of GMDSS.,Low.,Substandard acts.,"Due to their bad condition, the instructions were taken down and not reposted in their previous position.",The officer posts the instructions from the operational manual near the equipment.,The Master requested that all helpful information be posted near the equipment.,No,1
7106,505,Liquefied Gas,9.453798767967143,The call points are not capable of immediate operation.,Not required.,There are human factors.,There are human factors.,VT-V-193,VT-V-194,No,2
8107,1160,Dry Bulk,2.863791923340178,The ME main operational panel has a leakage alarm.,"On the day of the inspection, there was a lack of proper reporting.",There is an oil mark on the cylinder liner.,There is a lack of proper reporting.,"The system was found to be in good working condition, despite the intermittent signal issue.",The Chief Engineer told the duty engineers that no alarms should be switched to off-scan mode.,No,3
14608,1002403,General Cargo,14.017796030116358,There was a large hole in the insulation door.,The bridge door was found to have a small hole.,The handle lever of the fish room has been tested.,The door was cracked and burned out due to constant burning of garbage and E/R operational waste.,New material was used to build up the damaged and cracked refractory.,The condition of the material is to be checked during the routine maintenance of the incinerator.,No,1
2108,1036,Dry Bulk,13.32785763175907,There are damaged electrical connections on the main deck.,No call-out for alarms at night were recorded in the 'work and rest hours' records.,The crew did not realize that fire rounds come under work hours and missed out on recording the same.,The covers of the receptacle were damaged when the cargo light was taken off.,There is a damaged cover on the main deck.,C/E conducted education to all engineer about check risk of elctrical receptacle and terminal and maintain method of electrical connection as per the SMP- 30.,No,3
8108,3378,Dry Bulk,6.327173169062286,The alarm panel is inaudible.,The E/G had a fuel leak alarm.,Substandard acts.,"The general and fire alarm was tested weekly by the engineer and found normal, however due to wear and tear the cable was not found loose in connection, no audio was found when tested by PSCO.","The Elec engineer checked the cable and found it was loose, connected again and tested the alarm, audio and visual alarm comes.",Elec engineer should ensure the alarm panel is in good condition and senior management should check the compliance in the monthly inspection.,No,2
7105,82,General Cargo,25.22655715263518,The inspector found that there was one fire door that wasn't closing properly.,"Before fumigating a previous voyage, no evidence of the ship safety committee should be carried out.",There was a failure to follow SOLAS regulations.,The crew did not follow the rules during the weekly rounds.,The door between the engine room and the workshop is closed.,Propper check of fire doors to be done during fire rounds.,No,1
1102,1273,Container,20.43805612594113,There is a leaking pipe on the starboard side of the engine room.,"A fire drill found substandard, scenario fire in laundry: - fire flap of laundry kept open, one SCBA Set not ready to use, wasted time bringing a spare set, unconscious person in laundry not rescued at first chance.",Failure to follow procedure and instructions to fix the leaking pipe is an immediate cause-substandard act.,Lack of competence is one of the personal factors.,The leaking pipe needs to be fixed by the chief engineer.,The leaking pipe needs to be fixed asap.,No,3
18414,3050,Dry Bulk,11.67419575633128,The steering gear machinery has missing handrails.,Non-Conformity was rectified on April 20.,The update on ENC was not applied by PIC.,Negligence on part of vessel staff to ensure proper barricading.,Handrails were installed in place.,Safety officer will conduct regular checks to make sure safe access is provided at all times.,No,2
9227,813,Dry Bulk,5.905544147843942,Not in good shape.,There is a standard reference with photographs to identify the condition of mooring ropes and how to discard them.,The mooring rope is used with the guide rollers.,The mooring rope in the poop deck was not adequately tagged or marked to indicate that the rope is not to be used.,Master has been advised to discuss with a local agent about off-landing the condemned rope at a suitable port.,The importance of carrying out routine inspection prior each use and detailed inspection on quarterly basis is important.,No,2
18327,3152,Dry Bulk,16.744695414099933,GALLEY A/C FRESHAIR INLET BROKEN PARTLY.,There are other facilities.,There is a missing log in the official logbook.,Caused by slack to inspection by the duty officer.,The part that needs to be replaced is the corroded part.,Carefully implement and operate the regulations and procedures in the maintenance system.,No,1
6199,952,Liquefied Gas,0.813141683778234,The gas detection equipment was not able to detect the correct LEL percentage.,"According to the flag state approved action plan, to be repaired.",The crew did not follow the schedule.,"Due to limited stocks of span gas, the reading of the gas detection system was more than 100 LEL.",The gas detection system received a 20% LEL and 30% LEL alarm and the maximum reading of 50% LEL.,"The required span gas, Propane 50% LEL (1.05%VOL) BalanceAIR was delivered to the vessel.",No,2
7125,2933,Dry Bulk,11.860369609856264,Firemen went to fire with an empty bottle and without a radio during an evaluation of their performance during a fire drill.,The inspector's comment was acknowledged.,Lack of familiarity with fire-fighting equipment.,"However, during the fire fighters travel to emergency generator room, one of the SCBA set air bottles started leaking.",The SCBA air bottle was replaced with a spare bottle and there was no leak.,To remind ship staff about the proper familiarization with fire-fighting equipment and fire-fighting procedures after the incident.,No,3
5103,232,Dry Bulk,10.22861054072553,The cable/wire in the transmission line was rusted to the point of near failure.,The arrangement for embarkation of pilots/personnel is checked on a monthly basis.,The immediate cause of the defect was due to the exposure to the marine environment.,carelessness caused the wear and tear of D shackle to not be noticed at the routine inspection of GMDSS equipment.,Corroded shackles have been removed and replaced with a new one.,"At the first safety meeting, all crew will be warned about routine inspections.",No,2
13199,2852,Dry Bulk,11.19233401779603,The exhaust pipe of the boiler is partially damaged.,The new insulation was found to be insufficient after completion of routine maintenance.,Substandard acts.,The heat insulation on the boiler pipe was not completely restored by the crew.,The crew covered the boiler pipe with heat insulation.,The notice should be sent to the fleet to remind sister ships.,No,2
9210,1457,Dry Bulk,23.01163586584531,The generator instrument panel can't read it.,The loading instrument computer is used for other administrative issues and is not dedicated for stability information.,Poor certificate management by Master resulted in EIAPP certificate not being returned to certificate file folder.,The steering gear test report was not printed by C/O.,Test spare parts in order.,I don't know.,No,3
5101,3126,Dry Bulk,7.085557837097878,There are two GMDSS procedures that are not posted as follows.,Not all procedures are posted on the bridge.,PSCO recorded a deficiency because Master's information that the familiarization process of the signed on 2nd Officer was just initiated at the same day was not accepted.,Not all procedures are posted on the bridge.,There are missing GMDSS procedures.,"This finding together with control, root cause and corrective actions applied will be brought to the crew's attention during a regular safety meeting on board with the goal to prevent similar occurrences.",No,2
4117,942,General Cargo,15.849418206707734,The high pressure relief valve was gagged.,The high pressure relief valve was gagged.,The stopper bolt wasn't removed after pooping testing.,There is a lack of risk perception and understanding of senior engineers.,The boiler high pressure relief valve has a pop-up tool in it.,Brief all engineers to understand the purpose of securing bolt/pop-up tool in the boiler high pressure relief valve.,No,2
7110,1413,Oil,19.87679671457905,The lamp is unlit.,Not working.,The battery was replaced during the inspection.,The officer in-charge failed to check the light condition of the safety lamp.,Master advised the officer in-charge to check the LSA and FFE on a weekly and monthly basis.,Master advised the officer in-charge to check the LSA and FFE on a weekly and monthly basis.,No,2
18315,88,General Cargo,12.676249144421629,Provisions quality and nutrition are found in provision stores.,There is a rotten vegetable in provision stores.,The crew did not follow the schedule.,There is insufficient knowledge and supervision.,The vegetables were removed from the stock.,"The method of storing and rotating food is called First In, First Out.",No,1
18409,2445,Dry Bulk,16.142368240930868,There are chemical containers in the steering gear room that are not secured.,There are containers in the steering gear room that are not secured.,Failure to follow instructions.,"The proper storage of dangerous goods, chemicals and materials on board ship should not be underestimated.",The drums were secured to be stable when rolling.,"In order to be aware of the dangers of unlashed drums with chemicals and the dangers of chemical leak, training was conducted for all crew during the Safety Committee Meeting.",No,2
10120,4146,Dry Bulk,11.353867214236825,The Revolution Counter was found to be faulty.,"When the engine was stopped, the Rpm indicator was stuck on 35rpm and did not come back to zero.",Clarifications were given.,The crew reported that the indicator was malfunctioning.,The deficiency was corrected immediately after the replacement of the RPM indicator by an electrician.,The next Safety Committee Meeting will discuss the deficiency.,No,2
10199,3070,Dry Bulk,21.16084873374401,The flag of panama is not raised.,"More detailed inspections and drills were carried out by 2 PSC Officer onboard at Three Rivers, Quebec, Canada.",Failure to comply with flag rules.,There is a lack of knowledge with respect to flag manners.,The Panama flag was shown to PSCO during the course of inspection.,The importance of flag manners and reporting procedures must be discussed prior to arrival at the station and recorded in the minutes of the meeting.,No,1
11101,2800,Dry Bulk,8.728268309377139,The container securing strap was damaged at the time of inspection.,The container securing strap was damaged at the time of inspection.,There are human factors.,Evidently the PIC failed to identify strap condition until pointed out by the PSCO.,The crew replaced the strap and the issue was closed out by the PSCO during the re-inspection.,"Without proper verification, oversights are bound to happen.",No,1
10135,1988,Dry Bulk,12.539356605065024,The method and position fixing were not carried out as per the approved plan.,The position fixing method was not carried out as per the approved plan.,The documentation was reviewed by the master with proper clarifications provided.,The Master provided refreshment training for the officer after he became stressed and couldn't properly demonstrate the method used in the passage plan.,There is a new passage plan to be prepared and an adequate position fixing method to be recorded.,There is a new passage plan to be prepared and an adequate position fixing method to be recorded.,No,2
11101,2339,General Cargo,11.353867214236825,The life boat has retro-reflective tape on top of it.,Provision and disposition of life saving appliances are included.,The crew in charge neglected the maintenance and inspection work of the LSA.,The crew in charge neglected the maintenance and inspection work of the LSA.,Keep the Retro-Reflective tape in good condition by renewing it.,The crew in charge of LSA should regularly check the equipment to make sure it is in good working condition.,No,1
11113,1439,Dry Bulk,8.643394934976044,Launching arrangements for rescue boats are not required.,The remote control lever for the rescue boat is in poor condition.,The rescue boat davit's remote control lever was not recovered because it was worn out.,The remote control lever for the rescue boat is in poor condition.,The spring in the lever was replaced.,"During regular inspection of launching arrangement including rescue boat and required parameters of rescue boat, master educated correct points should be checked.",No,2
10114,2477,Dry Bulk,8.208076659822039,A technician was repairing a malfunctioning microphone from the VDR system on the starboard bridge wing.,The cargo ship safety equipment certificate is no longer valid.,The Starboard Side Bridge Wing Rudder angle Indicator had a few degrees of error and the spare part was already on order.,"During the winter season, inappropriate navigation equipment is used.",The shore service was arranged by the company.,Responsible officer should be reminded to monitor the VDR condition after this deficiency is included in the next bridge team meeting.,No,1
1309,439,Dry Bulk,2.614647501711157,There is no information in the Fire training manual about two-way radio.,Code 17 should be fixed before departure.,The walkie talkie was ready for use on the bridge.,The Fire training manual with new requirement of Firemen walkie talkie was not updated.,The instructions for location and use of accessories for Firemen were prepared by the vessel.,Information with all vessels will be shared by the company.,No,1
2107,4159,Dry Bulk,7.80561259411362,The self closing valves of the level gauge of the oil storage tank were found.,There is a lack of familiarity with SSP Confidentiality on who is not authorized to look into the manual.,There is oversight.,The crew left the gagging device because it was convenient to check the quantity while transferring D.O. or L.O.,The Chief Engineer told all concerned engine personnel that they are not allowed to install gagging devices on sight glasses.,"In normal operation, the self-closing valves of lubricating oil storage tank, MDO tanks should be shut and only opened to check the tank contents after which they should shut automatically under spring pressure or counterbalance gravity.",No,2
13106,850,Dry Bulk,10.288843258042435,There were multiple instances of oil soaked on lagging and oil leaks in and around the area.,There were multiple instances of oil soaked on lagging and oil leaks in and around the area.,There are some lagging and slight oil leaks in and around the area.,"Crew lack safety awareness and hazard identification, inadequate maintenance to machinery and lack of supervision by senior officer.","The multiple oil leaks on fuel valves, viscometer pump and cleaning and repainting purifier space were fixed immediately.",Senior officers must thoroughly inspect and monitor the machineries and equipment on a daily basis to identify any risk of fire hazard in the engine room.,No,2
10101,3229,Dry Bulk,9.17180013689254,The Starboard side pilot ladder has an empty ID tag information.,The magnetic compass is out of order.,The broken bulbs of indicator lights on the ship's Electrician were replaced immediately by the PSCO who was present on the scene.,The ID tags got faded due to the location of the ladder in the exposed weather deck.,The old pilot ladder is discarded of use immediately.,"After use of the ladder, it should be covered with a tarp or shifted to sheltered areas.",No,2
5105,2318,Chemical,3.1512662559890487,The isolator/connection box has a radio antenna wire broken off.,The isolator/connection box has a radio antenna wire broken off.,Maintenance and inspection are improper.,The 2/O did not do enough to detect that the isolator/connection box had become disconnected from the radio equipment.,The ship crew was arranged to connect and secure the grounded wire after the inspector pointed it out.,"The proper functioning of the radio equipment, as well as the thorough inspection of the antennas and grounding wires, will be ensured by the responsible officer and crew.",No,3
1330,439,Dry Bulk,0.0191649555099247,"The onboard complaint procedures don't specify contact information for the competent authority in the seafarers country of residence, and the name of a person or persons onboard the ship who can, on a confidential basis, provide seafarers with impartial advise on their complaint and otherwise assist them in following the compliant procedures available","The onboard complaint procedures don't specify contact information for the competent authority in the seafarers country of residence, and the name of a person or persons onboard the ship who can, on a confidential basis, provide seafarers with impartial advise on their complaint and otherwise assist them in following the compliant procedures available",Maintenance routines were not carried out.,The contact details of the competent authority in the seafarer country of residence were not displayed along with the procedure.,The contact details of the competent authority in seafarers country of residence were posted at common spaces.,The contact details for the competent person are updated during every crew change.,No,2
14599,4146,Liquefied Gas,2.680355920602328,There was no cover on the garbage bin.,There is a dirty ventillation grill.,There is a missing log in the official logbook.,Lack of good practice was the reason for the not effective implementation ofGMP.,The food waste bin was covered with a lid.,Good practice to follow and regular checks to be carried out by the officer.,No,1
18416,741,Chemical,14.559890485968516,Two mooring ropes are in bad shape.,The annual PSC inspection is held at Hull.,"After the vessel reported the failure, the company did not arrange necessary repair service.",The last owner did not arrange the maintenance in time and the previous owner's PIC was not careful in checking.,The ropes were supplied by the owner and 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611 888-270-6611,The mooring ropes should be renewed in time for the next safety meeting.,No,2
10118,1439,General Cargo,25.675564681724847,Inoperative.,The master confirmed the problem was known by the crew and he showed a letter to the PSCO.,There are human factors.,There are human factors.,The error was not corrected after the service technician was arranged to perform the span adjustment.,The bridge team was briefed by the Master.,No,3
4108,439,Dry Bulk,3.3292265571526354,OS V.A.T is in charge of launching PS liferaft but doesn't have a certificate of competence on survival craft and rescue boat.,There is no copy of the certificate of safety training in the documents.,The Manning agent was sent an original copy of the training.,OS V.A.T has a certificate of proficientness on survival craft and rescue boat.,The deficiency was demonstrated to the PSC officer during the inspection.,"All the deficiencies imposed during external/ internal inspections root cause analysis and corrective actions taken are Circulated fleet-wise, in order to be discussed during the next monthly Safety Committee Meeting for better knowledge and in order to prevent recurrence.",No,2
18428,3275,General Cargo,13.749486652977414,There is a program for the prevention of occupational injuries.,There are a number of holes on the boat deck and main deck that are not protected.,The inspector was given clarifications.,The root cause is a lack of risk awareness on the part of the crew.,Immediately after the PSC inspection the captain made a meeting to discuss the items and to mention the good suggestion made by the inspector.,The action to prevent reoccurrence is that the superintendent of other vessels were informed about the request to tackle this item on all vessels.,No,2
18499,4159,Dry Bulk,11.942505133470226,There is no ready-to-use eye wash station in the steering gear room.,There is no ready-to-use eye wash station in the steering gear room.,A spare bottle of the SCBA was partially filled.,Regular checks are required for failure to comply.,"During the PSC Inspection, the eye wash bottles were provided in the kit.",The safety officer was told to fortify his safety rounds and to make sure that First Aid Kits and EyeWash stations are regularly checked.,No,2
1223,1000736,Dry Bulk,7.446954140999315,The steering gear room is not under security.,The action code is 17/10/2018.,There are human factors.,The door to switch on the power of the pump was accidentally left open by the crew member.,VT-O-338,VT-O-339,No,2
11125,3160,Dry Bulk,13.30321697467488,There is a light for embarkation of a rescue boat.,The standard compass error was not determined by a watch.,Wear and tear.,Wear and tear.,The light was repaired after the PSC inspection.,The Master was told to include theciency in the agenda of the next safety meeting.,No,1
18425,831,Dry Bulk,0.2026009582477755,The safety net for the ladder was not arranged.,The access or structural features of the ship.,"Due to the tight space available for placing the accommodation ladder and the presence of a bollard that could damage the ladder during low tide, the crew decided to secure the ladder and rig the pilot assist ladder.","The crew failed to properly assess the risks and ensure that all safety measures, including the safety net on the starboard side, were in place, leading to the oversight observed by the PSC inspectors.",The gangway safety net has been re-arranged and closed.,Crew training/reminder: Responsible person not to remove the gangway safety net at any time.,No,2
18425,1319,Dry Bulk,9.13620807665982,A ladder is torn out.,Some of the medicines inside the first aid box need to be replaced.,The Chief Officer overlooked the torn up part of the gangway net during the preparation of the ladder and had to replace it on time.,Not renewed with a new spare.,The old net was replaced with a new spare gangway net.,"Master to instruct officer in charge to conduct visual inspection on gangway net during port stay before and after departure in every port, the same to be included in the pre-arrival meeting to avoid the same finding.",No,1
18204,1166,Dry Bulk,7.51813826146475,The SEA contracts and monthly wage accounts provided at PSC for the two European 3rd engineers show that the vessel can't provide a breakdown of the salary figure.,The SEA contracts and monthly wage accounts provided at PSC for the two European 3rd engineers show that the vessel can't provide a breakdown of the salary figure.,"Even though long time elapsed since last collective agreements amendment signed, the salaries were higher than those stipulated in the agreements and the PSC officer was provided with copies from the Greek CBA 2010, which is not denounced by the contracting parties.","Even though long time elapsed since last collective agreements amendment signed, the salaries were higher than those stipulated in the agreements and the PSC officer was provided with copies from the Greek CBA 2010, which is not denounced by the contracting parties.",The observation report was issued as per standard procedure.,All European seafarers' SEAs will be amended with relevant wages breaking down and will be shared to the fleet.,No,2
7113,936,Container,11.745379876796717,The fire main section valve at the forecastle deck was found unable to be isolated during the operational test.,The counter in the bridge had a deviation of more than 10rpm.,There are human factors.,The investigation shows that it was difficult to operate the valve by hand without a wrench which was near the valve.,The deficiency was fixed on the spot by the crew.,The safety officer was reminded to make sure that all LSA and FFE are ready for use in case of an emergency.,Yes,2
10117,3632,Dry Bulk,9.034907597535934,The echo sounder malfunctioned.,A technician reported that the echo sounder was malfunctioning and the bottom signal was lost.,The Main switchboard AC 220 V panel had a low insulation alarm activated due to a faulty portable cargo light.,A technician reported that the echo sounder was malfunctioning and the bottom signal was lost.,The trouble shooting was carried out by the service technician at the next drydock.,The new report will be released to the fleet as soon as possible.,No,3
10118,1001502,General Cargo,16.1533196440794,The speed and distance indicator is malfunctioning.,The SOLAS ch. V is Reg. 19.2.3.,The alarm was caused by sensor failure but not able to access it immediately.,"A ship moored, no current observed.",Speed Log was adjusted alongside.,Master to ensure effective implementation.,No,1
1101,2464,General Cargo,12.900752908966462,Cargo ship safety equipment is exempt.,The arrangement on the back-up ECDIS was not in line with the ship safety equipment certificate.,Incorrect supply of documents/information is a standard act by External Party.,The act is not under own control.,The particular subject is rectified.,The systematic recurrence can be prevented.,No,1
18299,718,General Cargo,10.28062970568104,The contract was terminated without a flag state permission.,"The chief engineer and 3rd engineer joined VESSEL at the same time, but they didn't get their email addresses in time.",There is a lack of two man verification check.,The company did not follow up on the mission.,The company should apply for a renewal of the contract.,To make the management of the company apply for the mission in order to avoid the dangers associated with the main contract.,No,1
9228,1413,Dry Bulk,11.501711156741958,The shackle studs on the visible part of the anchor chain are not safe for use.,Mooring equipment.,There is no feedback of the condition.,C/O failed due to lack of inspection of anchor chain reporting system.,The Harbour Master granted hot work permission for studs welded in the cetral position.,The lesson was sent to the fleet.,No,2
1308,1160,Dry Bulk,8.139630390143736,Rest Hours aren't complying with the requirement.,"While scrutinizing the drill records, the PSCO noted that there was a crew change of more than 25% and the vessel had conducted an abandon ship drill and fire drill within 24 hours of the crew change.",Wrong entry during rest hours.,Insufficient monitoring and record keeping.,The seafarer was told to be vigilant while making entries in his work and rest hours software after the chief officer overlooked the entry made by OS.,The head of the department should review weekly the work rest of their team.,No,2
1113,3280,Chemical,10.206707734428472,The number of crew onboard is not updated.,Minimum safe document.,There are human factors in NA.,There are human factors in NA.,The data reflected the correct number of crew on the ship.,3 types of data are transmitted by the AIS.,No,1
14806,936,Oil,13.856262833675563,Crew training and familiarization records not seen during inspection are evidence for pollution prevention.,No call-out for alarms at night were recorded in the 'work and rest hours' records.,Training/familiarization records were not presented during the inspection.,The officer couldn't find the training and familiarisation records during the inspection.,"Additional training and familiarization on the operation, procedures and maintenance of the Ballast Water Treatment System has been carried out by the Chief Officer.",The Master has been instructed to make sure that all on board training and familiarisation records are readily available for presentation to the PSC officers on request.,No,2
8107,892,Dry Bulk,21.67008898015058,"Boiler water low level, auxiliary engine 2 & 3 exhaust in/outlet Fuel oils service tank level alarm is malfunctioning.",The alarm on the panel should be changed.,"Defective tools, equipment, materials, and preventive cleaning are some of the things that can be found.","Defective equipment, inadequate assessment of preventive maintenance needs, and inadequate supervision.",The office identified the defect and ordered spare parts but they couldn't connect to the vessel due to lead time.,The defect trend to be analysed and requirement of keeping spare parts will be discussed.,No,1
9198,1000164,Dry Bulk,10.685831622176591,"According to the statement of prefumigation, the living quarters, Day rooms, Engine room, and Bridge areas are not to be tested daily for hydrogen phosphide.",The main deck muster station is not clear.,The Guidance had been sent on board and not follow the company's procedures.,Master and HD did not follow the company's instructions.,A safety meeting should be held for all ship's staff to explain the hazardous consequences.,Discuss the issue with the ship's staff and learn about the precautions that need to be taken during the next safety meeting.,No,3
1311,2679,Dry Bulk,3.017111567419576,The VDR float free storage annual testing cert has an expired date.,"If inflatables inflate automatically when the ship sinks, the life raft should be stowed with float-free arrangement.",The Manning agent was sent an original copy of the training.,The shore base engineer failed to update the expiry date on the annual testing certificate after the vessel changed the new release device in VDR float free storage device.,The company's radio supervisor arranged a radio annual survey and VDR annual performance test and got a new testing report before the vessel left.,"Master and crew to learn SMP-10.3 "" Ship Certificate Management and Survey Procedures"", SWI-10.1-04 ""Communication Equipment and navigation Maintenance"" and SWI-11.1-01 ""Ship's File and Document Management""",No,1
2102,1086,Dry Bulk,13.9958932238193,The Damage Control Booklet was not approved by the class.,The deficiency was recorded and closed at FORM B.,The incorrect symbol was used on one side.,There is a lack of control over documents.,Class Surveyor attendance can be arranged at the next port of call.,"To inform office if similar observation was found, the master must inspect all vessel's manual and documents.",No,2
18425,2291,Liquefied Gas,21.453798767967147,Several gratings on the deck were not tightened.,"One of the lights in the cable duct space was unlit, but the light was immediately renewed and shown to PSCO.",The engine crew did not spot the oil leaks.,Insufficient supervision.,The deck is inspected at an interval of 3 months.,We shared this information with other vessels in the fleet and verified compliance after Master and Chief engineer briefed all crew about the correct procedure for effective inspection and maintenance on deck and securing of the fittings after completion of the job.,No,2
